movie_title,title,review,rating,helpful,total,date
Ford v Ferrari," COOL FILM ......... 8/10
","Cool film great acting awesome cars brilliant story ........!!!!!!!! Christian Bale never fails to act his socks off also Matt Damon was his cool self and the supporting cast all played there part , cool film i would defo reccommend .....!!!!",8,0,1,18 November 2019
Rocketman," I liked it a lot .... .... ... 8/10
",Good film go watch 8/10 ..... ..... .... .... .... .... ... !!,8,2,8,22 May 2019
A Star Is Born," Very good film ........ 8/10
",Go watch great acting cool music great film ...!!!!,8,2,5,15 February 2019
Captain Marvel," MEH ........ ... ......!!!
",I have enjoyed most of the marvel films but am getting bored of them now 5/10 .,5,4,10,15 March 2019
Us," Intense fun i liked it 7.5/10
",I am not usually a fan of horror but i enjoyed this film i found it quite intense and there was a great use of music and couple of good twists good fun go watch 7.5/10 .,7,3,6,27 March 2019
Knives Out," MEH .....Great first half then ....... yawn ... 6/10
","What a great first half of a film a star studded line up and i loved all the setting up of what could of been a cool whodunnit .....? But then it just got messy and lost its way and over complicated the whole film , at the end i just felt frustrated that the second half failed to be as cool as the first ....... Meh 6/10 .....!!!!!",6,1,3,2 December 2019
Spider-Man: Homecoming," SPIDER-MAN IS BACK .... HOMECOMING IS GREAT ...!!
",GREAT FILM LOVED IT DEFO GO WATCH SPIDERMAN IS BACK ......8/10.....!!!,8,5,7,4 July 2019
Suicide Squad," Meh should of been better ...... 5/10 .
","Massive cast messy film too many characters bit of a let down ,Will Smith is great in most films but was just ok as deadshot , Margot Robbie as Harley Quinn was great but i was disappointed with Jared Leto as joker , and as for the rest of the cast they were ok but was there any need for all of them ....? i have watched it twice and both times i thought shame its so messy ...!!!!",5,1,1,26 April 2019
Star Wars: Episode IX - The Rise of Skywalker," GOOD FILM .....BUT NOT A GREAT FILM ....... 7/10 .
","Gotta say i did enjoy this film but was expecting soooooo much more from the final film cos as a 46 year old bloke i have been waiting for this since my childhood , when the force awakens came out i fort yes here we go what a great film 8/10 they are going to smash this final trilogy then when the last jedi came out i fort oh dear that was poor 4/10 so i really wanted rise of skywalker to fix it and make a brilliant ending but was left wanting ahh well still an ok film tho 7/10 .",7,1,6,23 December 2019
Bohemian Rhapsody," WOW ...... COOL FILM...... ... ... ...... ..... ............ ... .... .....!!!
","Great film loved it ....,,,,,,,,,,,,,,,,,,,,,,!!! 9/10",9,3,5,2 February 2019
Avengers: Endgame," Solid 8.5/10 go watch this film .....!!!
","Very good film i really enjoyed it it was cool loads of action obviously and both funny and quite sad , the only problem i have is did it really need to be 3 hours long .....?",8,1,5,30 April 2019
Toy Story 4," I liked it good film 7.5/10 .....!!!
",Yeah good film i enjoyed it but no need to make anymore .....!!!,7,0,1,28 June 2019
Once Upon a Time... in Hollywood," WOW TARANTINO SMASHES IT AGAIN ....!!!!!!!!!!!!!!!!!!
","Tarantino is my all time favourite director i love all his films and once again he has shown what a talent he is , this is up there with Pulp Fiction Inglorious Basterds and Django ' the D is silent ' unchained .... BRAVO mr T ..... 9/10",9,12,19,19 August 2019
The Lion King," Whats with all the negativity .........7.5/10
","I love the original film its a classic and i really liked this remake i thought it looked great and obviously the music is awesome and is very funny , i can understand some getting upset about remaking a classic but they never messed it up its defo a 7.5/10 imo ....!!!!",7,0,2,26 July 2019
1917," VERY GOOD WAR FILM ............ 8/10
","Wow what soldiers have to deal with in times of war is unreal just to watch a film about the horrors they had to endure is almost unbearable to watch never mind have to actually go through , well played by the two main actors and all supporting cast a very good film ....... 8/10 .....!!!",8,0,1,15 January 2020
American Made," Cool film loved it 7.5/10 ....!!!!
",I really enjoyed this film Cruise was great as usual and based on a true story that i had never heard of a very easy watch ....!!!,7,0,1,26 July 2019
Joker," DARK AND MOODY GREAT FILM ...... 8.5/10 ......!!!!!
",Wow what a performance from Mr Phoenix surely gotta be up for an oscar ..!! bravo loved it .... . ... ... .. .... ... ... ... ... .....8.5/10 .,8,1,3,7 October 2019
12 Strong," YEEEEEEEH HAAAAA U.S.A CHEESEY 6/10 .
",Meh all been done before very average film and way to long ...!!!!!,6,19,29,30 January 2020
Kong: Skull Island," WOW THAT IS ONE BIG GORILLA ...!!!!!!
",Good film great action just turn off the brain sit back and relax .... 7/10 .....!!!!,7,4,5,3 November 2019
Parasite," Good film 7.5/10 .
","I did enjoy this film and im not dissing it but it defo should not have won the oscar for best film in my opinion as i can name a couple that were much better films but if we all liked the same films it would be boring , saying that it is a good film good acting quite amusing and good story defo go watch if you get chance.....!!",7,0,0,13 April 2020
Creed II," Apollo would be proud ....!!
","As a massive fan of the rocky films creed 2 was a great addition loved it and was superbly made and was great to see drago back , this is a must watch if you love rocky .",8,0,1,1 December 2018
Midway," Cool looking film ..... 7/10
","Wow this film looked amazing and the acting was spot on , however it was proper cheesey but don't let that put you off its defo worth seeing in the cinema as i said it looks amazing ......!!!!",7,1,2,21 November 2019
Green Book," Very good film ....!!!
","Slow burning drama about friendship , true story too i would recommend this film ....! 7.5/10",8,1,2,1 February 2019
Goodfellas," AM I HERE TO AMUSE YOU ....?
",Goodfellas is the best ganster film ever solid 9/10 ....!!,9,0,0,1 February 2019
