movie_title,title,review,rating,helpful,total,date
Ford v Ferrari," good, normal, not big deal
","This movie has thrilled to a lot of people, in case, I saw a good movie, but not good enough, normal, I am so sure i will not see it again, i must admit it has a great edition and music",6,3,11,18 November 2019
Knives Out," come on!!!
","Actually i do not know what to think, the movie is normal and it cointatins not good performances, for me, the best was Martha, but the rest too much normal, mhmmm i guess i willonly watch this movie onece because my expectative were above than the movie, it is a normal movie, even more, it is not funny and the final part does nto contain surprise or a sort of inteligence, I did not like it",5,17,33,2 December 2019
The Irishman," more than great
","This movie is so great, well done, Martin is a great director and the cast is unique, I really enjoyed it, I want to watch it more times, the historic part is so well managed here",10,1,4,14 December 2019
Star Wars: Episode IX - The Rise of Skywalker," pinky and predictable
","So bad, the adventures here are so terribles, a pink movie, even more: too much predictable, the end of the movie is copy from Avengers, I just hope no more Star Wars, one of the worst movies of the year
I wish Adam Driver choose better films because this one ...",1,14,25,22 December 2019
Apocalypse Now," just respectable
","After 40 years i went to Cinemark Colombia to watch this film, very respectable production directed by Francis Ford Coppola, what a performance of Marlon Brando and Martin Sheen, the plot and the dialogues are so strong, very good movie, classics like this one will live forever",9,0,1,29 November 2019
Avengers: Endgame," good enough
","I really like this movie, I found a good plot and also a good final, yeah the people cry and more, but it is a serious movie with several elements which honored to its fans, It is indeed a super hero movie that will live in th mind of many fans",9,2,4,29 April 2019
Once Upon a Time... in Hollywood," OMG JUST AWESOME
","On my personal opinion it is the best movie of the year, Tarantino is so smart a complete genius
What a Hollywood tribute, the film is unique
I hope this film get the Oscar Award",10,34,53,18 August 2019
1917," this is the wonner one
","As usual Sam mendes brings us a great work, so smart, it is a good too much gret, well narrated and very good performances
I guess Sam Mendes will be again the best director and again his movie will be the winner.just wonderful",10,1,4,23 January 2020
The King," mhm ok
","The starting is ver good, but the ending is weak, this young actor Timothée is so brilliant, he has a long career ahead, I am sad becuse I thought this film could be great but just normal, not big deal, if you want to watch it, that iis up to you",6,1,3,27 December 2019
Joker," and the Oscar goes ...
","What a master piece, it so so wondeful, all in this movie is great: the construction of the movie, the ending, the performances, all is amazing
Just to be honest I wantt o go again and watch one more time
marvelous",10,1,1,6 October 2019
It Chapter Two," wasting my time and money
","At the beggining the movie starts good, interesting, a little catchy but then the movie gets so bored
The horror scenes are so bad amd the final fight vs Penny is silly and long
Perhaps in the 2021 we are gonna see_ Pennywise the origins or something like thatbad, very bad",4,6,11,7 September 2019
Parasite," too much great
","This movie has 2 parts, the first one a kind of comedy, but too much smart, and the second is a complete tragedy,
This year the Oscar Awrd is very interesting, there are wonderful movies and Parasite is one of them",9,22,35,19 January 2020
Marriage Story," a high level
","What a performances, the plot so normal, similar to karmer vs kramer, but the performaces are so respectables, very good movie, Adam an Scrlett did here a gret job
i would wtch it again, very nice",9,5,6,19 January 2020
Jojo Rabbit," Wonderful
","At the beginging i thought I am watching a comedy, but at the end I saw a wonderful movie, what a sight, what a point of view of the Second War World, I really love it, on my personal opinion it is a master piece",10,1,3,17 January 2020
