movie_title,title,review,rating,helpful,total,date
"Run, Fat Boy, Run"," Meh
","A fun romantic comedy that made me want to work out. Nothing special, but not a waste of time.",6,0,0,3 January 2020
Ford v Ferrari," An educational and engaging ride through history
","I didn't know anything about Ford's history with 24 Hours of Le Man, really, but Ford v Ferrari does a good job of conveying of how important it was to those involved. Christian Bale's portrayal of Ken Miles is particularly impressive, making him both aggravating and sympathetic at the same time. This film is educational, engaging and it gives us the epic Batman vs. Jason Bourne fight scene we've all been waiting for.",7,4,6,21 December 2019
The Blair Witch Project," A horror film wrapped in an art film
","The Blair Witch Project is a horror film wrapped in an art film. It's high-class horror that doesn't rely on cheap jump-out moments and gory deaths. It's all about creating an atmosphere - and if you're watching it with the right people in the right conditions, the atmosphere is terrifying!",10,2,4,6 August 2018
The King's Speech," A well-made feel-good film
","The King's Speech is a well-made feel-good film. Colin Firth does an excellent job playing the part of a stuttering monarch, and the friendship between Firth and Geoffrey Rush feels genuine. I probably would have enjoyed it more if I had more knowledge about British history, but this movie is definitely worth watching.",8,0,0,10 July 2018
Despicable Me 2," On-par with the original movie
","Despicable Me 2 is on-par with the original movie. It's entertaining, it has some clever animation, but it's nothing spectacular. My kids absolutely love the minions, though.",6,0,0,21 September 2018
The Mask," Goofy, silly, dark fun
","I loved The Mask when it first came out. It feels a little dated now, but I still enjoy it, and it still appeals to kids. This movie is an odd mixture. The goofy story bounces along without any care, but it also has a darker and violent side that I didn't really notice as a kid. Still, it's easy to see why this movie helped catapult Jim Carrey into stardom.",8,1,1,26 August 2019
Insidious: Chapter 2," Suffers from more-of-the-same syndrome
","Insidious: Chapter 2 suffers from more-of-the-same syndrome. The scares are very similar to the first movie (and other horror films), which makes them pretty predictable. That being said, it still does a great job of frightening its audience, despite its flaws. Yes, the plot is kind of a mess, but if you're looking for a good movie to creep a group of friends out, this should do the trick.",6,0,0,11 October 2018
Moneyball," I don't like baseball. I don't like math. However, I still liked Moneyball.
","I don't like baseball. I don't like math. However, I still liked Moneyball. They could have easily shaved off a half-hour from this film and it's completely inaccessible for those who don't have a fundamental understanding of baseball, but it has solid writing, solid acting and even though it's primarily a crash course in statistics, it's still interesting.",6,1,1,20 July 2018
The Avengers," An entertaining and satisfying film
","The Avengers is an entertaining and satisfying film. I was worried that, with so many characters, the story would be messy or rushed, but everyone seemed to get equal time and the plot flowed smoothly. This movie mixes pulse-pounding action with sharp-witted humor, and it does it well -- but who would have expected less with Joss Whedon at the helm?",8,0,1,10 July 2018
Blade Runner 2049," I like this sequel more than the original
","Blade Runner 2049 is dark and haunting. Denis Villeneuve immerses you in a dystopian future with his hypnotic soundtrack and captivating visuals. Plus, this movie is able to stand on its own while building on the existing mythology. The runtime is longer than it should have been, but this is one of the rare cases where I like the sequel of a movie more than the original.",8,3,14,28 December 2018
