movie_title,title,review,rating,helpful,total,date
Ford v Ferrari," Amazing
",Incredible well made. Beautifully shot and and surprisingly emotional. Loved every second of it. Hope it does well in the awards season.,9,5,13,17 November 2019
Blade Runner 2049," Beauty and emotion
",Everything has already been said about this masterpiece. It's incredible in every aspect of filmmaking and Rodger Deakin's cinematography is just out of this world good. Without a doubt one of the most beautiful films ever made,10,3,15,1 March 2020
First Man," Space cinema
","Don't know what it is about space films. Interstellar, first man, 2001, they just give filmmakers the chance to tap into such deep emotions while also providing a sense of wonder. Incredible film. Technically and narratively.",9,0,0,23 December 2019
Captain Marvel," Meaningless
",This is the most disappointing movie ever. It feels like it was made by a robot and not real filmmakers. Brie Larson is terrible as captain marvel and the plot is generic and not original at all. Awful movie,1,331,626,3 May 2019
The Irishman," Masterpiece
","A melodramatic, Somber and last of its kind tale about the mafia. Unlike other brilliant Mafia/mob films that Scorcesse has made, this was different, instead of showing you the glamorous side of Mobsters, shows you a heartbreaking story about what that lifestyle leads to. With The master behind the camera and talents like De Niro, Al Pacino, Joe Pesci blessing the screen, I don't even need to comment on the performance and directing, it's all brilliant.
In the end a man sits in the end, alone, no one by his side during his final days, Thinking about what he did wrong, while Still of the Night plays in the background. Scorsese's presumably last mob film ends in a poetic and sentimental manner and I wouldn't want it in any other manner.",10,3,9,2 December 2019
The Irishman," Masterpiece
","A melodramatic, Somber and last of its kind tale about the mafia. Unlike other brilliant Mafia/mob films that Scorcesse has made, this was different, instead of showing you the glamorous side of Mobsters, shows you a heartbreaking story about what that lifestyle leads to. With The master behind the camera and talents like De Niro, Al Pacino, Joe Pesci blessing the screen, I don't even need to comment on the performance and directing, it's all brilliant.
In the end a man sits in the end, alone, no one by his side during his final days, Thinking about what he did wrong, while Still of the Night plays in the background. Scorsese's presumably last mob film ends in a poetic and sentimental manner and I wouldn't want it in any other manner",10,2,6,20 December 2019
Ready Player One," a love letter to fans of movies, video games and music
","Ready Player One, directed by Steven Spielberg is no doubt one of the most fun I can have with a movie. does it have flaws as a film? yes. but I can't help but overlook all that for all the references and all the Easter eggs that make me feel like a little kid again.",8,0,5,11 March 2019
Suicide Squad," 1 good thing
",The only good part of this movie is Margot Robbie as Harley Quinn. that's it.,3,2,6,19 March 2019
Taxi Driver," Talking to me
",One of Scorsese's best. Moody and super atmospheric. Just incredible.,9,0,0,24 December 2019
Interstellar," A modern masterpice
",The best Christopher Nolan movie other than a The Dark Knight . A beautiful experience and it is one of the best movies I have ever seen. 10/10 and A+,10,0,3,13 August 2018
Split," The acting.
","The movie's first two acts are great, thrilling and incredibly set up by M. night unfortunately it gets a bit convoluted at the end, BUT that's not what my review is about. It's about the acting in this film because good lord, James McAvoy delivers one of the best performances possibly ever. I don't see how anyone I could argue that. The sequence of him switching between personalities at the end is so brilliant, I was in awe the entire time, in and out of entirely different personas without actually changing his physical appearance is a incredible to witness on screen. I will never be able to get this performance out of my mind.",9,0,1,14 May 2019
Collateral," Collateral is one of the greatest crime dramas ever made
","'A Guy gets on the MTA here in L.A. and dies. Think anybody will notice?'A nearly flawless fast paced thriller/crime drama, layered with themes of ethical subjectivity and what a man and his dreams mean. Collateral takes you on a night time journey with two completely opposite characters. A Hitman played Brilliantly by Tom Cruise and A modest Taxi driver who lives his life hoping to one day accomplish his dreams played by Jamie Fox. Despite them being complete opposites you can't help but root for both of them as the audience. Collateral has some of the most amazing long sequences of two them just having a conversation about why both of them are the way they are. About what makes a man kill, about what makes a man so unwilling to act and accomplish his dream. (That part is quite easily my favorite part of the film)
There aren't many action scenes but when with the few that are present in the film are raw and adrenaline fueled, with some of the best sound design and gunshot 'sounds' you can't help but flinch every time a gun is fired.
Tom Cruise and Jamie Fox lead this crime drama and under the surface a story about nihilistic beliefs and the dissection of the human subconsciousness brilliantly. The only gripe i have with the film is the unnecessary vague ending leaving many questions left about Max (not in a good way)
Other than that, this brilliant, haunting neo noir is a must watch.",9,0,5,2 April 2019
Avengers: Endgame," Meh
","Not a full review cause I don't feel like doing one.Endgame was fine. It's riddled with far too many plot holes, cringy humor and weird character choices for me to give it anything over a 5. Hulk and Thor are completely butchered here as characters imo. The 2nd act is boring and does every time travel clich̩ you could think of, third act however, although blatant fan service is fun and exciting to watch. 3rd act basically saves the movie. The main reason I saw this was to see how Captain America's arc ends since he is one of the few characters I care about in the mcu. Unfortunately Iron Man's arc is done way better here compared to Cap's. No spoilers but Captain America's ending is shoehorned in at the last second and makes no sense. It felt completely unnatural . Oh yeah and hulk dabs, in the year 2023.",1,19,33,29 April 2019
No Country for Old Men," Amazing
","Incredible film with great performances, even better directing and writing. It's pacing was a bit slow at times but hey, nothing is perfect.",9,0,0,30 May 2019
The Lost World: Jurassic Park," Jeff Goldblum!!
",It has flaws and nothing will be as good as the original masterpiece but this has Dr. Ian Malcolm played by Jeff Goldblum as the lead which is literally one of the greatest characters ever created.,8,3,35,18 July 2018
