movie_title,title,review,rating,helpful,total,date
The Blair Witch Project," An Important Horror Film.
",This movie gave a new meaning to the term 'close-up'. What an important movie to the horror genre.,8,1,3,20 January 2019
Black Swan," Insane.
",A journey into one's perfectionism and self-destructiveness.Natalie Portman killed it.,9,1,2,10 November 2019
The Perks of Being a Wallflower," 'We accept the love we think we deserve.'
",I think I deserve to dance with Emma Watson and Ezra Miller.,7,4,9,14 July 2019
Hereditary," Build Tension. Cut To A Wide.
","Nontraditional horror at its best, and that's on period.The fact that Toni Colette wasn't even nominated for anything really pisses me off, but what can you do.",9,0,2,10 November 2019
Us," US.
","Oh, I get it! 'Cause, like, America.And gosh, give the dude who scores Peele's films an Oscar already.",6,0,1,24 May 2019
Knives Out," An Actual Surprise.
",This was the most fun Whodunit I've ever seen.This was probably the only Whodunit I've ever seen.,9,0,2,1 May 2020
Superbad," Booksmart (2007)
","From all the Booksmart ripoffs I've seen, this is clearly one of the better ones.",7,3,4,14 July 2019
Spider-Man: Into the Spider-Verse," An Unique Super-Hero Movie.
","This movie is great. The voice acting is excellent, the plot is just fine, and the animation is out of this world. It's definitely this movie's biggest strength.What hurt the movie the most was its 'trendy' soundtrack, or rather, when it was being played. Whenever the movie tried to make us care about whatever was happening by playing some emotional 'trendy' music, my mind'd go 'Yeah, that seems forced.'All that said, Spider-Man Into The Spider-Verse is the most unique super-hero movie I've ever seen and that's mostly thanks to its incredible stylized 'comic-like' animation.",8,1,2,23 February 2019
Scott Pilgrim vs. the World," Ramona! Ramooooona!
","This film made me realize that I have this incredible ability of falling in love with fictional characters in the first 30 seconds they're on screenLike, Jesus Christ, Ramona Flowers is the ultimate crush.And also, the soundtrack is absolute fire!",9,1,2,2 February 2020
Climax," A Great 'Feel-Bad' Movie.
","Love it or hate it, this film is technically astonishing and whatever it's trying to do, it's doing it very well. It's almost like they've trapped the true essence of French Extremism, set it on fire, and followed it with a steady cam.The camera work in this is surreal and its movements, along with the actors' choreography, are surprisingly well coordinated for a 'write-as-we-go' film.Climax will make you feel a lot of things and I don't think you're going to like how most of those things feel, but that's exactly what makes Climax a very well executed horrifying experience.",8,36,63,18 February 2019
