movie_title,title,review,rating,helpful,total,date
E.T. the Extra-Terrestrial," Sentiment sci-fi...!!!
",A alien unfortunaetly escaped from spaceship and a boy found him and keep safely in his house and send to his nativity...really it is good to watch nowadays also imagine in 1982...i was feel curious to see this movie becozz of direction by spielberg...it fulfils my expectation...,7,0,0,13 May 2020
Wind River," Nice centiment simple murder mystery...
",Super movie with excellent photography...and close to reality scenes and acted soo well...,7,0,0,17 April 2020
The Impossible," Best tsunami based movie...
",Awesome dramatic and centiment movie....some we felt goosebumbs....those 3 kids acted soo well...,8,0,0,26 July 2019
Knives Out," Awesome mystery movie...
",Detective finding killer...asusal my favorite genre it didnt fail to impress me..but kind of dragon with tatatoo movie...its like decent mystery thriller..,8,1,3,10 April 2020
Superbad," Adult comedy..!!
",Really it made me laugh in some scenes...but it is worth to watch again..dialogues are awesome and 3 guys acted soo well and that two Police men too...,7,1,1,6 June 2020
Just Go with It," Nice comedy drama movie
",Ibwas really enjoyed by seeing this comedy flick...i was outburst laugh some of the scenes...really its entertaining me..i would suggesting to those love comedy and drame genre movies...,6,0,0,17 January 2020
Orphan," Great thriller...
",Awesome story and gripping screenplay..that little girl acted soo well and other kids as well..we feel scared at few scenes..climax was little disappointed becoz of kids father died,8,0,0,2 April 2020
The Way Back," Best survival movie...
",Few people escaped frm russian prison and reached india by only walking...fantastic photography and story and feel good movie... We also scared about nature at some point...too much snow and too hot in desert and in forest they survived from all dangerous..,8,0,0,27 April 2020
Django Unchained," Reality movie with more blood
",If you have patience and like action movie..then this movie is suitable for you...more actions with gun and about slave concept..,7,0,3,7 October 2019
The Lion King," Nice animation story...
",Most suitable for kids and adults too...i saw with tamil audio and it was soo funny..,6,1,2,26 April 2020
The Game," Woww woww woww...!!!
",This movie i had been watched about 3 times but it still gives same thrills as firstime watching...i was impressed lot in michael douglas acting and his dialogue delivery and very crispy screenplay moreover the climax is unbelieveable its stunning...great photography and background music...,9,0,0,31 May 2020
1917," Worth watching for photography..
",I am not fan of War movie so this one didnt impressed me lot.but nice art work and good screenplay..,7,0,1,2 April 2020
Limitless," Good thriller with good idea...
",A pill makes work brain 100%...then it effect when u discontinue that pill..nice to watch and protogonist act was awesome...,6,0,0,28 April 2020
Inside Man," Great bank robbery..
",The movie genre is pure bank robbery but the thiefs wont take money and jewels...just stole one of the document which is belongs to a bank owner.amazing plan and thrilling robbery.i had watch this flick twice...,7,1,1,21 January 2020
Parasite," Oscar movie...
",I did watch with more expectation after knew it got 4 oscars and its tempting trailer...the movie was good even the base story is simple.but the detailing of movie is soo impressive and casting was awesome..,7,1,5,24 February 2020
Parasite," Nice story plot...
",I was curious to watch because of got 4 oscars...casting and story is amazing even its slow pace...there are soo many deatails in this movie soo must watch consiously...,7,0,3,17 February 2020
Marriage Story," Pain of divorced..
",It narrates about divorcing between the couples and their struggles and pain...sometime it makes us to cry when i relate with ur marriage life...every couple must watch this movie for understanding themselves...,8,3,5,2 January 2020
Bruce Almighty," Quite impressive...
",What if we are god..!! It tries to answer from god persceptive...really i got intersted to watch and jim carrey performed well..,6,0,0,7 April 2020
Click," Illogical but good message drama-scifi movie...!!!
",A man got universal remote from a store by scientist then it changes his life awfully...then finally he tries to come back his normal life and he wanted to give first preference to his family.after watching this movie really it changes you atleast something...,7,0,0,29 June 2020
True Romance," All mix genre..!!!
",A young couple was chase by gangsters becozz of they carry their 2 million worth drugs..this movie has romance action thriller horror too and its worth to watch for second time becozz when u watch firstime u may confuse between characters and may miss the movie detailing...really i am not impressed but still can watchable...,6,0,0,2 June 2020
