movie_title,title,review,rating,helpful,total,date
The Lobster," The Lobster
","Short and Simple Review by WubsTheFadgerFirst off, the story is set in a somewhat dystopian future were everyone is expected to get married. Trivial things become the corner stone of relationships like nose bleeds and limps. The story takes the ideas of love, relationships, and societies view of love and turns it into a terrifying world. The story is at time funny and horrifying. The ending is very ambiguous and leaves you feeling stunned. Yorgos Lanthimos directed Dogtooth which is also a black comedy with some very interesting social questions that is much like The Lobster.The acting is very good. Colin Farrell performs the best as an average Joe with nothing special about him at all. Rachel Weisz also performs well as she narrates the story and plays a pivotal part in Colin Farrell's characters story. John C. Reily, Ben Whishaw, Angeliki Papoulia, and Lea Seydoux all perform well.The pacing is very bland and slow. It is done on purpose though. The film wants us to turn into Colin Farrell's character and see his meaningless existence. The music is also a little repetitive and the runtime is overlong. Pros: Interesting, funny, and dark story, great performance by Colin Farrell, good overall acting, a good ending, and slow pacing that was meant on purposeCons: Slow pacing, an overlong runtime, and repetitive use of musicOverall Rating: 8.2",8,2,4,4 March 2018
Hereditary," Hereditary
","Short and Simple Review by WubsTheFadgerIt should be noted that this film is incredibly disturbing. I am not a person that is easily scared and I am usually not impressed with horror films. This film thoroughly impressed me with the amount of quality scared and the eerie atmosphere.The story starts off very fast and builds the tense very well. All the characters are believable and relatable in a way. The story creates a very mysterious tone but keeps a very scary feeling throughout. The plot gets extremely disturbing very quickly and keeps the disturbing imagery flowing smoothly and gracefully. The use of silence makes your stomach turn as you anticipate a scare, sometimes the scare come but other times it leaves you waiting. The acting is extraordinary. Toni Collette delivers a stunning and frightening performance. She is truly an amazing actress. Alex Wolff and Milly Shapiro also give amazing performances. Gabriel Byrne performs very well and is my favorite character in this film.The pacing is perfect. The first half hour of the film was scare free but the remaining runtime left me tense and scared.This is one of the most effective horror films to date. The ending left he disturbed and I had chills running down my spine as the credits rolled. I left the theatre frightened and had that feeling of maybe I shouldn't have watched that. Spoiler BelowI thought the father's death was a little weak and that the plot twist that Joan was friends with the grandmother was telegraphed. Either way, the film stilled held onto its power of disturbing the mind.Spoiler OverPros: Disturbing and dark story, great use of silence, music, and the building of tension, perfect pacing, very disturbing imagery, amazing acting, Toni Collette's stunning performance, and an ending that will leave you scared and hopelessCons: Read the Spoiler section if you want to know the consOverall Rating: 9.1P.S. This is one of the best films of 2018. I would not recommend this film to people who are easily scared. This film only had about two jump scares but this film will leave your disturbed and wishing you hadn't watched it. If you want a less scary witch's tale, I would recommend The Witch: A New England Folk Tale",9,19,38,16 June 2018
Meet the Parents," Meet the Parents
","Short and Simple Review by WubsTheFadgerFirst off, the story does have some funny parts, like all the destruction, but it is mostly a romance than a comedy. The story is a little slow and most of jokes didn't make me laugh.The acting is good. Robert De Niro, Owen Wilson, Teri Polo, Nicole DeHuff, and Blythe Danner all perform well. Ben Stiller is the same character he plays in all of his other movies. He, in my eyes, doesn't perform well.The pacing is slow and the runtime is overlong.All in all, this film is a romance first and a comedy second.Pros: Some funny jokes, the disaster scenes, some good acting, and a good romance storyCons: Ben Stiller's performance, slow pacing, an overlong runtime, some unfunny jokes, and this film is a romance not a comedyOverall Rating: 5.0",5,2,4,17 February 2018
Unbreakable," Unbreakable
","Short and Simple Review by WubsTheFadgerThe premise of the plot is extremely interesting and was the first thing that lead me to watch this film. The story is very good in the beginning but gets weaker towards the middle. The ending is just okay. There are a few unneeded scenes throughout the film.The acting all around is very good. Bruce Willis and Samuel L. Jackson both do a great job. Bruce Willis is the highlight in this film.The pacing is a little slow and the runtime is a little overlong.The plot twist is okay. It is a little bit stunning but does not leave a lasting impression.Pros: Interesting premise, good acting, Bruce Willis' performance, and an okay plot twistCons: Slow pacing, overlong runtime, story gets weak in the middle, needed a strong plot twist, and some unneeded scenesOverall Rating: 6.5",6,2,4,21 January 2018
Fight Club," Fight Club
","Short and Simple Review by WubsTheFadgerFight Club is one of those films that everyone should see. It is fun, slick, brutal, and most of all smart. David Fincher has created a well-crafted film that ends with a shocking scene. The film explores what would happen in political chaos.The acting is great. Edward Norton and Brad Pitt both perform perfectly. They both play characters that are night and day, total opposites.The pacing is very good but the runtime is overlong.I would not consider this film a masterpiece but it is a very good film.Pros: Smart and fun story, an amazing ending, great acting, very good characters, and good pacingCons: The runtime is overly longOverall Rating: 8.9",9,1,2,20 May 2018
Darkest Hour," Darkest Hour
","Short and Simple Review by WubsTheFadgerDarkest Hour tells the story of Winston Churchill during the time of World War II. One of the films best aspects are the great speeches. They are all chill inducing and uplifting. The story loses some steam towards the end but it is a good film nonetheless. It was great to see the other side of Dunkirk. After watching Dunkirk, I watched this film and it added so much more.The acting is very good. Gary Oldman totally deserved the Oscar for Best Actor. He truly became Churchill. His mannerisms are exactly like Churchill and his speech patterns are flawless. The prosthetics and art department did a great job transforming Oldman. 
The pacing is very flow and the runtime is overlong.Pros: Great speeches, interesting story, great use of prosthetics and makeup, and amazing acting by Gary OldmanCons: Very slow pacing, the film losses steam towards the end, and an overlong runtimeOverall Rating: 7.1",7,1,4,23 April 2018
Monster," Monster
","Short and Simple Review by WubsTheFadger Glamour girl Charlize Theron's breathtaking, heartbreaking transformation into the completely opposite image of Wuornos makes this film an astonishing achievement. The movie does not explain or dive into the mind of Wuornos which is a missed opportunity. The story also focuses to much on the lesbian love story side than on the killings.What makes the movie a little bit better is Theron's performance, open, vulnerable, tragic, moving, and most of all, honest. Aileen's behavior is contradictory, volatile, and disturbed. She loses control and lashes out irrationally. Theron's portrait of Aileen is sympathetic without pretending that she is more of a victim than the men she killed. The pacing is very slow and the runtime is overlong.SPOILER ON NEXT LINEI really wished we could have heard the testimonial given by Selby. Also I wish we could have seen the execution and Wuornos' last words.SPOILER OVERPro: Interesting story, Theron's performance, and some good killingsCons: Missed opportunities when it comes to the story (see spoiler line), slow pacing, an overlong runtime, and not enough depth into the mind of WuornosOverall Rating: 6.2",6,1,2,19 February 2018
12 Angry Men," 12 Angry Men
","Short and Simple Review by WubsTheFadger12 Angry Men tells the story of one jury man who goes against the majority in order to prevent a miscarriage of justice. The story might seem rather boring and mundane, but it is quite the opposite. The story is told in real time and the debate between the characters is amazing. The dialogue is fluid and characters are complex yet simple. The ending is very good.The acting is great. Martin Balsam, John Fiedler, Lee J. Cobb, E.G. Marshall, Jack Klugman, Edward Binns, Jack Warden, Joseph Sweeney, Ed Begley, George Voskovec, and Robert Webber all perform very well. Henry Fonda delivers a stunning performance as a man reluctant to persecute under substantial evidence.The pacing is perfect and the runtime is short.The film is very old and this can sway some people from watching it.Pros: Great story, good characters, fluid dialogue, great ending, good acting, amazing performance by Henry Fonda, perfect pacing, and a short runtimeCons: The film is very old and some part don't hold upOverall Rating: 8.9",9,2,3,16 May 2018
About Time," About Time
","Short and Simple Review by WubsTheFadgerFirst off, the only romance films I have ever truly like were the Before Series films. This film is a touching and very original story. The dealing with time travel is never explained which kind of a downer is, but the romance story is moving and powerful. The film elegantly introduces us to the characters and lets us connect with them. We see their personalities and their love of family. The ending is touching and really hit home.The acting is very good. Domhnall Gleeson and Rachel McAdams have great chemistry and both perform very well. Bill Nighy delivers a very sobering performance as a loving father about to lose his son. Lydia Wilson, Lindsay Duncan, Richard Cordery, Joshua McGuire, Tom Hollander, Margot Robbie, Will Merrick, and Vanessa Kirby all are great side characters that add so much to the story.The pacing of the film is slow but it introduces us to the time travel aspect very early. The runtime is a little overlong.Pros: Touching, powerful, and original plot, great ending, Domhnall Gleeson and Rachel McAdams and their great chemistry, good side characters, and Bill Nighy and his story is very touchingCons: The ability to time travel are never explained, slow pacing, and an overlong runtimeOverall Rating: 8.2",8,3,4,7 March 2018
Deadpool 2," Deadpool 2
","Short and Simple Review by WubsTheFadgerAfter the massive success of Deadpool, we were bound to have a sequel. The sequel is just as good if not better than the first. Deadpool two has a more original and less cliched story. It also introduces some amazing new characters. As always, the humor is spot on and the violence is over the top. The acting is very good. Josh Brolin plays Cable magnificently. I was skeptical going into the film but he blew me away. He is tough and totally awesome. Ryan Reynolds once again is a perfect Deadpool. Morena Baccarin, T.J. Miller, Karan Soni, Brianna Hildebrand, and Stefan Kapicic all perform very well. Zazie Beetz was cast as Domino and at first, I was not happy. But she performed very well as Domino. All the X-Force members perform very well and are hilarious. I did not like Julian Dennison's character and he is a bad actor. He has a weird voice and his body is shaped like a pear. He looks like a Teletubby.The pacing is fast and the runtime is good.The CGI for Juggernaut looked quite bad compared to Colossus Pros: Original and hilarious story, great jokes and gags, amazing characters, great new characters, Josh Brolin as an amazing Cable, Ryan Reynolds as Deadpool, good acting, fast pacing, and a good runtimeCons: Julian Dennison looks weird, he is not a good actor, and the CGI for Juggernaut looked cheapOverall Rating: 8.8",9,6,13,27 May 2018
