movie_title,title,review,rating,helpful,total,date
Blade Runner 2049," Nope.
","I love the original. Almost fell asleep on this one.
It's another one of those films that should never have been made.",2,9,16,21 January 2019
In Bruges," A worthy successor...
","...to 'Grosse Pointe Blank'.
I have long been waiting for another hilarious but dark and bloody comedy like this.
Finally rode to Bruges after seeing the movie.",10,1,1,12 May 2018
