movie_title,title,review,rating,helpful,total,date
Raiders of the Lost Ark," Best of the Best
","My favorite movie of all time.. the original action/adventure blockbuster.. Harrison Ford has never been better.  Pure fun for everyone.  They don't make movies like this anymore.  Besides, Indiana Jones kills Nazis. what could be better?",10,1,1,3 August 1998
Schindler's List," Wonderful
","the most emotional movie I have ever seen, from start to finish,a masterpiece of cinema.  If your not crying, something is wrong.",Null,9,13,3 August 1998
